New PAW TMT results file!																																																																					
"Program ""PAW_quantitative_report.py"" run on Sun Oct 15 16:01:44 2017"																																																																					
10	1	CONT_068|gi|1082558|pir||S41161 (+1)	CONT_068|gi|1082558|pir||S41161&CONT_105|gi|547748|sp|P35527|K1CI_HUMAN	 	"CONT_068|gi|1082558|pir||S41161, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_156|gi|1363944|pir||JC4313, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q9QWL7|K1C17_MOUSE"	contaminant	32.9	623	62129	"keratin 9, cytoskeletal [Homo sapiens]."	72	67	0.931	18	19	17	18	17	18	15	17	17.261	18.261	15.521	17.261	17	266645.4229	1008005.31	429964.1978	583305.1237	725725.9832	522363.9275	563496.1306	562999.6284	376373.6844	937338.1748	18	1175989.289	973432.2149	809239.7405	957848.6132	595368.6702	782105.01	325946.6842	770213.7784	597607.4783	519149.1061	15	561267.7129	369867.0868	237416.8846	509684.0369	197114.9239	839305.229	364275.4789	394130.2915	477993.861	337626.348	17	333206.8185	320387.5648	392661.1647	199882.7309	346629.2671	280633.776	301499.5708	174556.0049	421311.0356	526708.4583
15	1	CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN	 	 	"CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9DCV7|K2C7_MOUSE"	contaminant	37.4	644	66017	"KERATIN, TYPE II CYTOSKELETAL 1 (CYTOKERATIN 1) (K1) (CK 1) (67 KD CYTOKERATIN) (HAIR ALPHA PROTEIN) [Homo sapiens]."	98	23	0.235	22	30	28	18	5	11	4	3	20.476	26.863	23.309	15.708	5	53072.54688	241551.8125	78665.59375	112041.25	163006.5	113005.5859	100784.5664	111863.8555	104576.9023	134413.4434	11	242697.0649	301016.6348	256910.4996	228863.23	207810.8906	325890.1523	106892.0247	252881.4592	152325.6431	117058.1643	4	192628.1953	69744.96484	56294.41309	37143.23926	55895.02149	165998.1318	382791.0781	31166.83789	150330.1797	41726.36914	3	22902.03516	45093.68359	64890.83203	25318.79102	55125.33984	20350.19531	41838.76953	23715.27344	78717.24219	35220.125
16	1	CONT_089|gi|71536|pir||KRHU2	 	 	"CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9DCV7|K2C7_MOUSE"	contaminant	30	493	52788	"keratin, 67K type II cytoskeletal (fragment) [Homo sapiens]."	53	0	0	11	13	16	13	0	0	0	0	1	1	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	1	CONT_092|gi|71528|pir||KRHU0 (+1)	CONT_092|gi|71528|pir||KRHU0&CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN	 	"CONT_068|gi|1082558|pir||S41161, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_156|gi|1363944|pir||JC4313, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q9QWL7|K1C17_MOUSE"	contaminant	39.1	593	59527	"keratin 10, type I, cytoskeletal (clone lambda-KH10-5) [Homo sapiens]."	95	83	0.874	18	24	28	25	16	20	25	22	17.323	22.933	26.646	24.323	16	215057.3956	475330.7482	240314.6297	367696.2981	539952.3563	378139.7806	321834.3274	385363.444	319558.9619	553128.3469	20	212718.5689	388432.9038	239234.0099	232840.7957	194158.2562	230971.3158	137770.4158	229215.73	201419.121	180058.3505	25	451035.3255	303341.4207	323242.507	296223.0114	212923.8379	1113448.761	493520.7244	499652.7841	397000.8386	280695.5626	22	199035.6926	213972.052	223854.5745	143455.0888	246174.5714	169608.5758	210528.0154	130042.9703	361398.1815	329512.9047
19	1	CONT_102|gi|88044|pir||S01068 (+1)	CONT_102|gi|88044|pir||S01068&CONT_119|gi|547753|sp|P19013|K2C4_HUMAN	 	"CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9DCV7|K2C7_MOUSE"	contaminant	6.6	408	45507	"keratin 4, type II, cytoskeletal (fragment) [Homo sapiens]."	5	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	1	CONT_156|gi|1363944|pir||JC4313	 	 	"CONT_068|gi|1082558|pir||S41161, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_156|gi|1363944|pir||JC4313, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q9QWL7|K1C17_MOUSE"	contaminant	13.1	473	51237	"type I keratin 16 [human, epidermal keratinocytes, Peptide, 473 aa]."	17	1	0.059	3	6	5	3	0	1	0	0	0.039	2.046	1.043	0.039	0	0	0	0	0	0	0	0	0	0	0	1	1136.124756	478.240509	476.002686	889.94635	897.162109	1070.010132	50	2533.842773	790.049194	840.581238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	1	REV_A2ABU4	 	 	 	reversed	2.5	1439	161776	REVERSED.	3	3	1	0	2	0	1	0	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	83460.00586	58186.26367	77226.5625	136021.2871	64254.46191	84358.31152	57103.91065	62218.1543	38526.87207	36399.77368	0	0	0	0	0	0	0	0	0	0	0	1	5424.697754	7036.642578	8921.077148	8773.557617	5056.404297	9400.073242	6959.497559	15053.24316	11444.34082	9996.261719
25	1	REV_A2ASS6	 	 	 	reversed	0.2	35213	3906440	REVERSED.	7	7	1	2	0	3	2	2	0	3	2	2	0	3	2	2	86209.58203	87615.18359	80371.19141	73773.58789	81728.51172	93936.08594	76983.87891	83882.50781	70846.92969	71429.0957	0	0	0	0	0	0	0	0	0	0	0	3	234911.4364	175849.5729	183563.2356	200962.418	249011.7555	155136.1055	399206.672	100740.772	214433.1328	154474.4064	2	455.450623	3256.499756	2360.543213	4855.131714	2783.153931	5980.879761	3169.380005	2053.786316	8825.796265	5845.127075
26	1	REV_B2RW38	 	 	"REV_B2RW38, sp|Q8BR92|PALM2_MOUSE"	reversed	2.3	873	103522	REVERSED.	4	1	0.25	2	1	0	1	1	0	0	0	1.167	0	0	0	1	36260	1390.245728	39574.99219	32135.34375	48924.16406	51059.66016	53471.6875	59598.85156	57391.48828	39261.05859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	1	REV_E9Q414	 	 	 	reversed	0.6	4505	509426	REVERSED.	6	6	1	1	2	1	2	1	2	1	2	1	2	1	2	1	3421.94458	5566.529785	3575.508789	5913.766602	5676.865234	6142.352539	9288.608398	6235.041992	8583.643555	3592.26416	2	102086.3438	117460.5271	91025.71192	108724.273	77087.89893	97359.88086	64985.78516	106483.8691	59981.34668	67051.59522	1	84285.52344	132445.2344	50903.70313	21563.14844	52295.64844	68872.36719	96477.8125	42608.85938	66901.60156	43192.22266	2	316717.4492	258262.8672	256896.7266	230290.9883	245790.2578	313423.2852	220999.6484	272505.7109	285199.7422	358391.2891
28	1	REV_E9Q557	 	 	 	reversed	0.8	2883	332908	REVERSED.	5	5	1	1	0	2	2	1	0	2	2	1	0	2	2	1	17213.72852	10625.23047	6212.478516	15091.44531	16365.60742	13814.72852	21891.55078	16612.85352	11540.52051	12560.95703	0	0	0	0	0	0	0	0	0	0	0	2	81196.29688	81216.33594	64643.49609	88068.96875	66474.84375	59788.78906	68989.35156	49686.78125	73867.11719	93919.95313	2	172192.4766	123158.1172	121265.6602	100919.1445	138283.8555	171892.7734	116123.9219	135549.3594	135825.5391	119753.9297
29	1	REV_O35551	 	 	 	reversed	5.8	862	99523	REVERSED.	6	6	1	1	1	1	3	1	1	1	3	1	1	1	3	1	28914.74414	32400.62305	39574.17578	34572.9375	35589.92188	36271.59766	34608.90234	31145.81836	25964.1582	32340.44336	1	3367.728027	2260.593018	2516.75293	2120.99707	2340.574951	5532.130371	2122.108154	2366.695068	4546.671387	6657.068848	1	3465.293213	1455.789062	2479.331543	2681.695312	4794.021484	4118.998535	4209.462402	3792.130127	5214.93457	10403.08203	3	200616.5601	115785.9982	101837.0762	139563.1831	133204.8195	203365.2168	116766.5947	152477.1118	104192.9175	133747.2775
30	1	REV_O88783	 	 	 	reversed	1.1	2183	247227	REVERSED.	3	3	1	0	0	3	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10907.96582	2250.886749	8782.428954	6921.283813	8160.598999	11498.90466	7469.886841	8864.0448	9004.612304	17244.24332	0	0	0	0	0	0	0	0	0	0	0
31	1	REV_P11531	 	 	 	reversed	0.4	3678	425827	REVERSED.	3	3	1	1	0	2	0	1	0	2	0	1	0	2	0	1	79659.70313	2167.549805	44039.19531	47314.10938	71038.64063	48950.00391	52951.32031	51541.74219	35264.44141	90460.50781	0	0	0	0	0	0	0	0	0	0	0	2	164297.6797	197935.9375	76525.20703	258079.8672	125341.4766	172266.1016	227811.8906	164111.2969	169435.9297	78453.03516	0	0	0	0	0	0	0	0	0	0	0
32	1	REV_P39053	 	 	 	reversed	2	867	97802	REVERSED.	3	3	1	1	2	0	0	1	2	0	0	1	2	0	0	1	33435.17578	64772.46094	30209.24023	23998.69922	23144.72852	33093.96484	30332.74023	35851.36719	47582.57031	27109.25391	2	30974.32422	30140.44141	30338.70703	41969.79688	26698.68945	28217.13281	20434.0918	24611.5918	16339.04297	25068.91211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	1	REV_P40201	 	 	 	reversed	1	1711	196382	REVERSED.	2	2	1	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15373.09863	12513.25964	11682.29907	17411.19641	12109.59662	14187.35864	14385.32129	19859.90039	16940.06445	19499.37109	0	0	0	0	0	0	0	0	0	0	0
34	1	REV_P45481	 	 	 	reversed	0.8	2441	265491	REVERSED.	3	3	1	2	1	0	0	2	1	0	0	2	1	0	0	2	44742.74902	59664.83399	45587.37891	49705.67578	53788.36328	49040.23926	51938.93359	55043.25293	34463.0293	43636.20117	1	15677.17383	16294.39063	12287.09473	14281.27148	10092.70606	13652.46387	10019.83984	11849.28809	9373.12207	9967.063477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	1	REV_P49025	 	 	"REV_P49025, sp|Q9Z2I0|LETM1_MOUSE"	reversed	0.9	2055	235387	REVERSED.	6	2	0.333	1	1	2	2	0	0	1	1	0	0	1.036	1.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	80357.10938	79307.19531	60154.97266	60686.83594	51181.92188	75057.98438	82576.58594	37855.75391	75559.67188	45549.21484	1	86400.42969	82274.32031	96181.46094	84649.19531	96603.28906	60527.28516	82361.75	72778.27344	101679.9453	76618.05469
36	1	REV_Q05860	 	 	"REV_Q05860, sp|Q3ULJ0|GPD1L_MOUSE"	reversed	1.2	1466	163579	REVERSED.	6	1	0.167	2	2	1	1	0	1	0	0	0	1.067	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1396.973633	1465.50708	1621.066528	1975.668701	1113.676147	42405.62891	2564.73999	4549.913086	2469.371338	6132.352539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	1	REV_Q2KHK6	 	 	 	reversed	9	480	53951	REVERSED.	3	3	1	0	1	2	0	0	1	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4644.919434	4229.525391	4163.900879	4501.989746	3993.428467	4075.946289	3840.829834	7577.76123	1506.297119	3107.097656	2	9113.893067	8497.288086	7711.019531	6503.722657	8089.274047	7625.537354	7029.289185	6510.226807	8103.583496	7865.680664	0	0	0	0	0	0	0	0	0	0	0
38	1	REV_Q3U487	 	 	 	reversed	2.7	861	97346	REVERSED.	5	5	1	1	1	1	2	1	1	1	2	1	1	1	2	1	94062.65625	90106.25781	94714.09375	95946	88717.64063	95642.17188	81205.33594	99759.77344	81460.67969	51289.41016	1	75195.30469	51369.09375	66542.50781	61575.82422	51839.31641	59447.03125	52742.05859	84394.17969	47385.36328	68895.00781	1	81997.89063	73326.07031	67128.69531	50145.33594	60182.54297	68425.05469	98294.15625	45065.3125	96171.22656	69116.49219	2	147742.7656	101047.6875	90148.24219	98996.30469	117487.4121	156117.1211	95393.29688	104476.207	98221.66016	149752.8945
39	1	REV_Q3UKU1	 	 	 	reversed	3	639	72124	REVERSED.	5	5	1	2	0	1	2	2	0	1	2	2	0	1	2	2	425459.8389	168708.6084	373525.8896	144259.1006	233090.4009	194640.0967	227524.9551	201762.6201	167373.1411	91739.55762	0	0	0	0	0	0	0	0	0	0	0	1	18426.22852	17940.84961	16193.68066	6937.02832	13743.79199	13402.50684	13080.93652	15195.86328	16482.9043	14823.32129	2	362788.6094	271147.5703	221644.1641	359755.125	301884.2813	273985.6094	269554.6563	483392.9219	306714.8594	263758.7422
40	1	REV_Q4FZC9	 	 	 	reversed	2.7	975	112034	REVERSED.	3	3	1	2	1	0	0	2	1	0	0	2	1	0	0	2	23182.06934	17150.17676	22886.41919	36784.1958	28008.41065	38208.82056	56763.948	35932.21387	57430.97778	22280.58862	1	103822.0078	74487.10938	60900.40625	76950.40625	50277.84766	55853.27734	29685.10938	57634.69141	30393.0293	42757.75391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	1	REV_Q56A04	 	 	 	reversed	4	373	41082	REVERSED.	4	4	1	1	1	2	0	1	1	2	0	1	1	2	0	1	24120.51367	25135.45117	21791.83594	24365.46484	26720.55664	21719.9082	26040.10742	19532.38086	20494.01172	18272.92383	1	10120.10645	10904.95313	11072.83789	9170.338867	7780.708496	10402.78223	5849.293457	9683.44043	9773.113281	7518.673828	2	82490.91895	81741.33594	60136.73438	72337.34766	75874.53809	70591.24219	72814.82324	76293.29346	66390.36719	67066.55566	0	0	0	0	0	0	0	0	0	0	0
